Time[fs] MSD(Mn) MSD(O) MSD(Y) VAC(Mn) VAC(O) VAC(Y) Samples(Mn) Samples(O) Samples(Y) VAC_trunc(Mn) VAC_trunc(O) VAC_trunc(Y) Jt 
1507.5 0.00907939 0.00950943 0.00977862 -0.00596857 -0.00220774 -0.00864462 7704 7704 23112 -0.00329156 -0.00121753 -0.00476735 -0.0948335
1509 0.00908581 0.00951874 0.00978842 -0.00493676 -0.000659341 -0.00814765 7704 7704 23112 -0.00271849 -0.000363075 -0.00448661 -0.0960373
1510.5 0.00909216 0.00952781 0.00979774 -0.00274828 0.000253589 -0.00813141 7704 7704 23112 -0.00151112 0.000139434 -0.004471 -0.088623
1512 0.0090984 0.00953585 0.00980684 0.000347005 -0.000686725 -0.00759119 7704 7704 23112 0.000190514 -0.000377028 -0.00416774 -0.0795989
1513.5 0.00910486 0.00954439 0.00981582 0.00247895 -7.83576e-05 -0.00659969 7704 7704 23112 0.00135896 -4.29558e-05 -0.00361796 -0.0763185
1515 0.00911175 0.00955271 0.00982478 0.00490611 -0.000163961 -0.00582636 7704 7704 23112 0.00268551 -8.97492e-05 -0.00318924 -0.0703213
1516.5 0.00911936 0.00956082 0.00983446 0.00735336 -0.000176042 -0.00550176 7704 7704 23112 0.00401904 -9.62171e-05 -0.00300704 -0.0556183
1518 0.00912659 0.00956971 0.00984412 0.00991448 0.00175567 -0.00478258 7704 7704 23112 0.00541069 0.000958132 -0.00261003 -0.0408768
1519.5 0.0091345 0.00957853 0.00985294 0.0112819 0.00203168 -0.00411964 7704 7704 23112 0.00614764 0.00110709 -0.00224485 -0.0284706
1521 0.00914228 0.00958731 0.00986109 0.0127144 0.00118823 -0.00359854 7704 7704 23112 0.00691779 0.000646503 -0.00195793 -0.0152602
1522.5 0.00914984 0.00959607 0.00986968 0.0136381 0.00156491 -0.00246947 7704 7704 23112 0.00740913 0.000850163 -0.00134158 -0.00409536
1524 0.0091568 0.00960527 0.00987788 0.0140973 0.00363506 -0.00202364 7704 7704 23112 0.00764695 0.00197181 -0.00109771 0.0045599
1525.5 0.00916371 0.00961439 0.00988551 0.0162265 0.00438774 -0.00217514 7704 7704 23112 0.00878853 0.00237647 -0.00117809 0.0150682
1527 0.00917059 0.00962233 0.00989295 0.0174208 0.00390949 -0.00177434 7704 7704 23112 0.00942102 0.00211421 -0.000959546 0.0265787
1528.5 0.00917771 0.00963069 0.00990034 0.0191961 0.00386047 -0.000874311 7704 7704 23112 0.0103652 0.00208452 -0.000472097 0.0358095
1530 0.00918542 0.00963888 0.00990797 0.0217864 0.00360354 -0.000257609 7704 7704 23112 0.0117459 0.00194281 -0.000138887 0.0395543
1531.5 0.00919392 0.00964679 0.00991646 0.0240037 0.004949 0.000356727 7704 7704 23112 0.0129214 0.0026641 0.00019203 0.0465112
1533 0.00920214 0.00965564 0.00992516 0.0250799 0.00691863 0.000997207 7704 7704 23112 0.01348 0.00371865 0.000535982 0.0558697
1534.5 0.00921106 0.00966444 0.00993325 0.0253516 0.0082038 0.00186506 7704 7704 23112 0.0136051 0.00440262 0.00100089 0.0626153
1536 0.00921994 0.00967331 0.009941 0.0270797 0.00834013 0.00382979 7704 7704 23112 0.0145101 0.00446887 0.0020521 0.0669175
1537.5 0.00922861 0.00968212 0.00994959 0.0269514 0.00708431 0.00525359 7704 7704 23112 0.0144189 0.00379009 0.00281066 0.070674
1539 0.00923666 0.00969142 0.00995806 0.0266848 0.00763611 0.00607242 7704 7704 23112 0.0142541 0.00407897 0.00324369 0.0790979
1540.5 0.0092447 0.00970075 0.0099661 0.02852 0.00969737 0.00696231 7704 7704 23112 0.0152108 0.00517197 0.00371326 0.0800291
1542 0.00925277 0.00970896 0.00997417 0.030554 0.0109297 0.00770157 7704 7704 23112 0.0162702 0.00582013 0.00410114 0.075943
1543.5 0.00926113 0.00971768 0.00998223 0.0331973 0.0109781 0.00727821 7704 7704 23112 0.0176502 0.0058368 0.00386965 0.0753733
1545 0.00927021 0.00972625 0.00999071 0.0343362 0.0113019 0.00656864 7704 7704 23112 0.0182272 0.00599953 0.00348693 0.0716248
1546.5 0.00928012 0.00973465 0.01 0.0336793 0.012672 0.00660633 7704 7704 23112 0.0178504 0.00671629 0.00350144 0.0638751
1548 0.00928973 0.00974408 0.0100096 0.0340679 0.0142425 0.00593499 7704 7704 23112 0.018028 0.00753681 0.00314067 0.0599755
1549.5 0.00930005 0.00975356 0.0100187 0.035435 0.014423 0.0056265 7704 7704 23112 0.0187219 0.00762031 0.00297274 0.0586433
1551 0.00931035 0.0097631 0.0100277 0.0374173 0.0147338 0.00586731 7704 7704 23112 0.0197381 0.00777223 0.00309508 0.0516442
1552.5 0.00932055 0.00977262 0.0100378 0.0383466 0.0139197 0.00540857 7704 7704 23112 0.0201963 0.0073312 0.00284858 0.0441582
1554 0.0093301 0.00978259 0.0100479 0.0385192 0.0114693 0.00483746 7704 7704 23112 0.0202551 0.00603103 0.00254374 0.0440097
1555.5 0.0093397 0.00979254 0.0100577 0.0405079 0.0113688 0.00473255 7704 7704 23112 0.0212669 0.00596872 0.00248463 0.0419336
1557 0.00934937 0.0098015 0.0100678 0.0421903 0.0126479 0.00532293 7704 7704 23112 0.022115 0.0066297 0.00279013 0.0358149
1558.5 0.00935941 0.00981099 0.0100779 0.0431286 0.0131073 0.00428882 7704 7704 23112 0.0225707 0.00685949 0.00224449 0.0315123
1560 0.0093702 0.00982031 0.010088 0.0426061 0.0136498 0.00273273 7704 7704 23112 0.0222616 0.00713199 0.00142785 0.0299513
1561.5 0.00938176 0.0098295 0.0100989 0.0403718 0.0140452 0.00230299 7704 7704 23112 0.0210604 0.00732683 0.00120138 0.0202977
1563 0.00939297 0.00983979 0.01011 0.0384655 0.0146534 0.00182045 7704 7704 23112 0.0200337 0.00763186 0.000948133 0.00898669
1564.5 0.00940481 0.00985018 0.0101203 0.0382576 0.0139819 0.00105103 7704 7704 23112 0.0198934 0.00727038 0.000546519 0.00237731
1566 0.00941662 0.00986052 0.0101305 0.039656 0.0139903 0.000120322 7704 7704 23112 0.0205873 0.00726299 6.24646e-05 -0.00636628
1567.5 0.00942843 0.00987099 0.0101417 0.0414625 0.014107 -0.000591863 7704 7704 23112 0.0214903 0.00731175 -0.000306767 -0.0155364
1569 0.00943952 0.00988168 0.0101528 0.0422641 0.0123867 -0.00108563 7704 7704 23112 0.0218703 0.00640973 -0.000561776 -0.0239372
1570.5 0.00945068 0.00989226 0.0101635 0.0418676 0.011471 -0.00104643 7704 7704 23112 0.0216299 0.00592623 -0.000540611 -0.0280513
1572 0.0094619 0.00990185 0.0101744 0.0415098 0.0125509 -0.00129602 7704 7704 23112 0.0214102 0.00647357 -0.000668467 -0.0340348
1573.5 0.00947352 0.00991211 0.0101854 0.0396197 0.0137636 -0.00133468 7704 7704 23112 0.0204019 0.00708751 -0.000687284 -0.0413596
1575 0.00948577 0.00992222 0.010196 0.0368121 0.0145908 -0.00084455 7704 7704 23112 0.0189252 0.00750117 -0.000434186 -0.0441364
1576.5 0.00949868 0.00993225 0.0102074 0.0339591 0.0154648 -0.00089457 7704 7704 23112 0.0174299 0.00793748 -0.000459147 -0.0481689
1578 0.00951111 0.00994346 0.010219 0.0298451 0.0160301 -0.00020487 7704 7704 23112 0.0152932 0.00821411 -0.000104979 -0.0549029
1579.5 0.00952406 0.0099549 0.0102299 0.0288585 0.0166647 0.000512161 7704 7704 23112 0.0147633 0.00852524 0.000262008 -0.0621198
1581 0.00953704 0.00996633 0.0102405 0.0304872 0.0171774 1.60006e-05 7704 7704 23112 0.0155707 0.00877304 8.17201e-06 -0.0615489
1582.5 0.00955009 0.00997803 0.0102519 0.0319505 0.0188341 2.69504e-05 7704 7704 23112 0.0162911 0.00960322 1.37416e-05 -0.0590901
1584 0.00956251 0.00998993 0.010263 0.0314226 0.0205022 0.000639127 7704 7704 23112 0.0159954 0.0104365 0.000325342 -0.0618737
1585.5 0.00957503 0.0100017 0.0102737 0.0292498 0.0201595 0.00118819 7704 7704 23112 0.0148647 0.010245 0.000603832 -0.0597572
1587 0.00958759 0.0100124 0.0102846 0.028955 0.0202887 0.000644045 7704 7704 23112 0.0146903 0.0102935 0.000326757 -0.0558338
1588.5 0.00960057 0.010024 0.0102956 0.0262366 0.0207264 0.00152358 7704 7704 23112 0.0132889 0.010498 0.000771698 -0.0545399
1590 0.00961396 0.0100353 0.0103066 0.0214311 0.020139 0.00330203 7704 7704 23112 0.0108368 0.0101834 0.00166969 -0.0557028
1591.5 0.00962795 0.0100466 0.0103183 0.0196094 0.0194965 0.00316498 7704 7704 23112 0.00989904 0.00984202 0.00159772 -0.0518504
1593 0.00964136 0.0100591 0.01033 0.0175819 0.0194287 0.00410301 7704 7704 23112 0.00886062 0.00979133 0.00206776 -0.0480155
1594.5 0.00965519 0.0100719 0.0103414 0.0157894 0.0202704 0.00494999 7704 7704 23112 0.00794387 0.0101983 0.00249041 -0.0433246
1596 0.00966908 0.0100846 0.0103525 0.0151891 0.0208826 0.00452247 7704 7704 23112 0.00762896 0.0104886 0.00227148 -0.0345221
1597.5 0.0096831 0.0100976 0.0103641 0.0153507 0.0231385 0.00442139 7704 7704 23112 0.00769707 0.011602 0.00221696 -0.0290415
1599 0.00969654 0.0101111 0.0103757 0.0148765 0.0261288 0.00437573 7704 7704 23112 0.00744668 0.0130792 0.00219034 -0.0216956
1600.5 0.00971003 0.0101246 0.0103869 0.0120776 0.0257677 0.00422057 7704 7704 23112 0.0060354 0.0128765 0.00210909 -0.0167892
1602 0.00972346 0.0101368 0.0103982 0.0108139 0.0241936 0.00435923 7704 7704 23112 0.0053947 0.0120694 0.00217467 -0.0115274
1603.5 0.00973734 0.0101499 0.0104094 0.00914309 0.0239442 0.00477794 7704 7704 23112 0.00455339 0.0119246 0.00237948 -0.00452491
1605 0.00975141 0.0101626 0.0104209 0.00610499 0.0232281 0.00453283 7704 7704 23112 0.00303518 0.0115482 0.00225356 -0.000369348
1606.5 0.009766 0.0101754 0.0104333 0.00558262 0.0210704 0.00415879 7704 7704 23112 0.00277072 0.0104575 0.00206405 0.0051836
1608 0.00978002 0.010189 0.0104456 0.0044684 0.0203424 0.00437948 7704 7704 23112 0.00221391 0.0100788 0.00216985 0.0125001
1609.5 0.00979429 0.010203 0.0104579 0.00248815 0.0201475 0.00441002 7704 7704 23112 0.00123065 0.00996506 0.00218122 0.0187155
1611 0.00980862 0.010217 0.0104697 0.00179308 0.0201074 0.00497232 7704 7704 23112 0.000885337 0.00992807 0.00245509 0.0209324
1612.5 0.00982308 0.0102313 0.0104821 0.00157332 0.0213059 0.00498467 7704 7704 23112 0.000775486 0.0105017 0.00245694 0.0236188
1614 0.00983698 0.0102462 0.0104944 0.00066192 0.022347 0.00423599 7704 7704 23112 0.000325693 0.0109957 0.00208429 0.0303645
1615.5 0.0098509 0.0102612 0.0105063 -0.00237624 0.0216839 0.00413181 7704 7704 23112 -0.00116718 0.0106509 0.0020295 0.0332117
1617 0.00986459 0.0102748 0.0105184 -0.00445116 0.0195737 0.00493639 7704 7704 23112 -0.00218255 0.00959763 0.00242048 0.0345653
1618.5 0.00987877 0.0102891 0.0105306 -0.00481862 0.0186767 0.0047556 7704 7704 23112 -0.00235861 0.00914184 0.00232776 0.0379519
1620 0.00989305 0.0103031 0.0105428 -0.00551805 0.018358 0.00379828 7704 7704 23112 -0.00269624 0.00897009 0.00185592 0.0405446
1621.5 0.0099078 0.010317 0.0105558 -0.00600955 0.0183693 0.00372613 7704 7704 23112 -0.00293124 0.0089599 0.00181747 0.0411698
1623 0.00992197 0.0103317 0.0105688 -0.00607646 0.0178919 0.00340464 7704 7704 23112 -0.00295867 0.00871168 0.00165774 0.0410578
1624.5 0.00993637 0.0103469 0.0105817 -0.00776871 0.0174129 0.0040641 7704 7704 23112 -0.00377597 0.00846351 0.00197535 0.0411755
1626 0.00995074 0.0103618 0.0105942 -0.00938367 0.0168581 0.0057376 7704 7704 23112 -0.00455287 0.00817938 0.00278383 0.0392947
1627.5 0.00996524 0.0103773 0.0106078 -0.0104597 0.0161126 0.00671402 7704 7704 23112 -0.00506595 0.00780386 0.00325182 0.041256
1629 0.00997923 0.0103933 0.0106211 -0.0113305 0.0155588 0.00664171 7704 7704 23112 -0.00547801 0.00752224 0.00321109 0.0415476
1630.5 0.00999317 0.0104092 0.0106341 -0.0133233 0.0143449 0.0065168 7704 7704 23112 -0.00643002 0.00692305 0.0031451 0.0379411
1632 0.0100068 0.0104238 0.0106473 -0.0160374 0.0130014 0.0065989 7704 7704 23112 -0.00772607 0.00626347 0.00317904 0.034036
1633.5 0.0100208 0.0104389 0.0106608 -0.0160609 0.0118829 0.00632037 7704 7704 23112 -0.00772356 0.0057144 0.00303942 0.0300706
1635 0.0100349 0.0104537 0.0106741 -0.016165 0.0111899 0.00615249 7704 7704 23112 -0.00775974 0.00537152 0.00295339 0.0298794
1636.5 0.0100494 0.0104684 0.0106882 -0.01689 0.0118676 0.00624273 7704 7704 23112 -0.0080932 0.00568659 0.00299133 0.0298773
1638 0.0100633 0.0104841 0.0107022 -0.0153994 0.0110094 0.00555701 7704 7704 23112 -0.00736565 0.00526588 0.00265797 0.0257326
1639.5 0.0100775 0.0105001 0.0107161 -0.0152396 0.00943555 0.0059239 7704 7704 23112 -0.0072761 0.00450497 0.00282834 0.0242146
1641 0.0100915 0.0105159 0.0107299 -0.017041 0.0073235 0.00667616 7704 7704 23112 -0.00812144 0.00349026 0.00318175 0.0235827
1642.5 0.0101056 0.0105321 0.0107448 -0.0184966 0.00389671 0.00700347 7704 7704 23112 -0.00879919 0.00185374 0.00333169 0.0226453
1644 0.0101191 0.0105488 0.0107596 -0.0179942 0.00103974 0.00694668 7704 7704 23112 -0.00854467 0.000493726 0.00329867 0.0196456
1645.5 0.0101324 0.0105653 0.0107738 -0.0176742 0.000708506 0.00519973 7704 7704 23112 -0.00837745 0.000335826 0.00246463 0.0108595
1647 0.0101454 0.0105804 0.0107881 -0.018928 0.00115691 0.00320545 7704 7704 23112 -0.00895536 0.000547365 0.00151659 0.00417037
1648.5 0.0101586 0.0105961 0.0108025 -0.0185075 -0.0009661 0.00194171 7704 7704 23112 -0.00874037 -0.000456253 0.000916997 0.00139538
1650 0.0101721 0.0106113 0.0108166 -0.0180474 -0.00359097 0.00135761 7704 7704 23112 -0.00850749 -0.00169277 0.000639972 -0.00292944
1651.5 0.0101859 0.0106263 0.0108315 -0.0184624 -0.00403072 0.00106428 7704 7704 23112 -0.00868711 -0.00189658 0.000500775 -0.00703134
1653 0.0101992 0.0106424 0.0108464 -0.0164048 -0.00453928 -1.15428e-05 7704 7704 23112 -0.00770474 -0.00213194 -5.42123e-06 -0.0104923
1654.5 0.0102127 0.0106586 0.0108609 -0.0158907 -0.00577477 -0.0016128 7704 7704 23112 -0.00744952 -0.00270719 -0.000756075 -0.0121854
1656 0.0102261 0.0106746 0.0108754 -0.0179131 -0.00758022 -0.00361632 7704 7704 23112 -0.00838208 -0.00354701 -0.00169219 -0.0138841
1657.5 0.0102393 0.0106906 0.0108908 -0.0198269 -0.0102114 -0.00458661 7704 7704 23112 -0.0092604 -0.00476935 -0.00214223 -0.0142808
1659 0.010252 0.010707 0.0109061 -0.0199791 -0.012355 -0.00490775 7704 7704 23112 -0.00931414 -0.00575983 -0.00228796 -0.0146028
1660.5 0.0102647 0.0107229 0.0109206 -0.0188714 -0.0120521 -0.00608615 7704 7704 23112 -0.00878135 -0.00560814 -0.00283204 -0.0170313
1662 0.0102769 0.0107376 0.0109349 -0.0193245 -0.0106892 -0.00779504 7704 7704 23112 -0.00897537 -0.00496466 -0.00362045 -0.0170412
1663.5 0.0102894 0.0107528 0.0109486 -0.0192661 -0.0122796 -0.00933445 7704 7704 23112 -0.0089315 -0.00569267 -0.00432732 -0.0164631
1665 0.0103022 0.0107674 0.0109618 -0.018704 -0.0147312 -0.00998882 7704 7704 23112 -0.00865463 -0.00681637 -0.00462198 -0.0177741
1666.5 0.0103153 0.0107815 0.0109757 -0.0191018 -0.0150831 -0.0106916 7704 7704 23112 -0.0088221 -0.00696606 -0.00493789 -0.0198115
1668 0.0103278 0.0107969 0.0109894 -0.0181663 -0.0143797 -0.011913 7704 7704 23112 -0.00837421 -0.00662869 -0.00549161 -0.017386
1669.5 0.0103407 0.0108123 0.0110022 -0.0184878 -0.0139286 -0.0138249 7704 7704 23112 -0.00850628 -0.0064086 -0.00636088 -0.0157757
1671 0.0103533 0.0108275 0.0110146 -0.0215567 -0.0141896 -0.0156272 7704 7704 23112 -0.00989951 -0.00651631 -0.00717649 -0.0186574
1672.5 0.0103656 0.0108426 0.0110274 -0.0242424 -0.0160931 -0.0166882 7704 7704 23112 -0.0111117 -0.00737641 -0.00764919 -0.0208167
1674 0.0103773 0.0108579 0.0110402 -0.0248244 -0.0166068 -0.0163716 7704 7704 23112 -0.0113568 -0.00759738 -0.00748977 -0.0199598
1675.5 0.0103889 0.0108728 0.011052 -0.0240358 -0.0156148 -0.0153775 7704 7704 23112 -0.0109751 -0.00712991 -0.00702154 -0.0167932
1677 0.0104002 0.0108865 0.0110635 -0.0238466 -0.0152679 -0.0150877 7704 7704 23112 -0.0108678 -0.00695819 -0.00687605 -0.0134558
1678.5 0.0104116 0.0109006 0.0110741 -0.0230137 -0.0164892 -0.0151833 7704 7704 23112 -0.0104681 -0.00750035 -0.00690636 -0.0109558
1680 0.0104233 0.010914 0.011084 -0.0219244 -0.0173834 -0.0150103 7704 7704 23112 -0.00995345 -0.00789192 -0.00681453 -0.00712637
1681.5 0.0104353 0.0109269 0.0110946 -0.0226318 -0.0178032 -0.0150803 7704 7704 23112 -0.0102548 -0.00806691 -0.0068331 -0.00187511
1683 0.0104467 0.010941 0.011105 -0.0230715 -0.0187409 -0.0149126 7704 7704 23112 -0.0104338 -0.00847538 -0.00674409 0.000584697
1684.5 0.0104585 0.0109552 0.0111145 -0.0235603 -0.018493 -0.0142758 7704 7704 23112 -0.0106343 -0.00834706 -0.00644357 -0.00213568
1686 0.0104699 0.0109692 0.0111235 -0.0250402 -0.0178288 -0.0133592 7704 7704 23112 -0.0112803 -0.00803168 -0.00601816 -0.00213684
1687.5 0.0104809 0.0109831 0.0111327 -0.0259669 -0.017545 -0.0127019 7704 7704 23112 -0.011675 -0.00788842 -0.00571093 0.00061788
1689 0.0104913 0.0109973 0.0111418 -0.0256146 -0.0164638 -0.0113846 7704 7704 23112 -0.0114941 -0.00738785 -0.00510866 0.00188862
1690.5 0.0105017 0.0110111 0.0111503 -0.023687 -0.0152231 -0.009566 7704 7704 23112 -0.0106084 -0.00681775 -0.00428419 0.00602523
1692 0.0105118 0.0110239 0.0111589 -0.0218534 -0.0153517 -0.00770703 7704 7704 23112 -0.009768 -0.00686187 -0.00344488 0.00821925
1693.5 0.0105221 0.0110371 0.0111668 -0.0199644 -0.0166215 -0.00546559 7704 7704 23112 -0.00890614 -0.00741487 -0.0024382 0.00814535
1695 0.0105327 0.0110494 0.0111744 -0.0173801 -0.0171225 -0.00374078 7704 7704 23112 -0.00773798 -0.00762329 -0.00166547 0.0118754
1696.5 0.0105437 0.0110611 0.0111827 -0.0167734 -0.0179901 -0.00218122 7704 7704 23112 -0.00745313 -0.00799377 -0.00096921 0.0144193
1698 0.0105541 0.0110741 0.0111911 -0.0170169 -0.0205254 0.000152729 7704 7704 23112 -0.00754637 -0.00910226 6.77297e-05 0.0119304
1699.5 0.0105647 0.011087 0.0111991 -0.0163193 -0.0219448 0.00217075 7704 7704 23112 -0.00722261 -0.00971239 0.000960737 0.00834749
1701 0.0105749 0.0110998 0.0112068 -0.0158104 -0.0223562 0.00412076 7704 7704 23112 -0.00698347 -0.00987477 0.00182015 0.0100459
1702.5 0.0105848 0.0111125 0.0112153 -0.0149229 -0.0215283 0.00658352 7704 7704 23112 -0.00657834 -0.00949013 0.00290215 0.0122912
1704 0.010594 0.0111256 0.011224 -0.0138135 -0.0187865 0.0081329 7704 7704 23112 -0.00607711 -0.0082649 0.00357798 0.00981826
1705.5 0.0106032 0.0111384 0.0112323 -0.0121057 -0.0165439 0.00877791 7704 7704 23112 -0.00531511 -0.0072637 0.00385401 0.00899488
1707 0.0106123 0.0111504 0.011241 -0.00927485 -0.0169168 0.0103992 7704 7704 23112 -0.00406401 -0.00741252 0.00455668 0.00669359
1708.5 0.0106216 0.0111626 0.0112495 -0.00707594 -0.0180745 0.0126231 7704 7704 23112 -0.00309425 -0.00790384 0.00551998 0.00324569
1710 0.0106313 0.0111739 0.0112582 -0.00530734 -0.0178302 0.0134926 7704 7704 23112 -0.00231617 -0.00778128 0.00588828 0.00553096
1711.5 0.0106415 0.0111847 0.0112679 -0.00331707 -0.0180924 0.0148803 7704 7704 23112 -0.00144467 -0.00787971 0.00648074 0.00511916
1713 0.0106511 0.0111967 0.0112781 -0.00244114 -0.0191 0.0168373 7704 7704 23112 -0.00106102 -0.00830167 0.00731821 0.00237238
1714.5 0.010661 0.0112085 0.0112885 -0.00036035 -0.0189907 0.0177595 7704 7704 23112 -0.000156304 -0.00823734 0.00770333 0.00208074
1716 0.0106705 0.0112202 0.0112987 0.000237099 -0.0183291 0.0176561 7704 7704 23112 0.000102634 -0.00793418 0.00764283 0.000239656
1717.5 0.0106798 0.0112318 0.0113098 0.000585297 -0.0168798 0.0184135 7704 7704 23112 0.000252841 -0.00729184 0.00795441 -0.00133616
1719 0.0106883 0.0112439 0.0113216 0.00306479 -0.0144842 0.01851 7704 7704 23112 0.00132124 -0.00624418 0.00797971 0.000429914
1720.5 0.0106971 0.011256 0.011333 0.00574756 -0.0129433 0.0174566 7704 7704 23112 0.00247269 -0.00556842 0.00751011 -0.000387701
1722 0.0107057 0.0112672 0.0113448 0.00947079 -0.0125729 0.0172853 7704 7704 23112 0.00406609 -0.00539791 0.0074211 -0.000412408
1723.5 0.0107148 0.0112787 0.0113569 0.0113954 -0.0121868 0.016613 7704 7704 23112 0.00488228 -0.00522135 0.00711772 0.00145252
1725 0.0107242 0.0112893 0.0113691 0.0122925 -0.0108236 0.0161443 7704 7704 23112 0.00525573 -0.0046277 0.0069026 0.001397
1726.5 0.0107343 0.0112996 0.0113824 0.0143223 -0.00954171 0.016518 7704 7704 23112 0.00611085 -0.00407114 0.00704771 0.00137526
1728 0.0107439 0.011311 0.0113965 0.0148362 -0.0091199 0.015862 7704 7704 23112 0.00631697 -0.00388306 0.00675372 0.00476408
1729.5 0.0107538 0.0113222 0.0114107 0.0158486 -0.00921849 0.0146721 7704 7704 23112 0.00673391 -0.00391685 0.00623406 0.00901616
1731 0.0107634 0.0113333 0.0114248 0.0159763 -0.00900161 0.0131799 7704 7704 23112 0.00677397 -0.0038167 0.00558832 0.009007
1732.5 0.0107727 0.0113445 0.0114394 0.0160992 -0.00618717 0.0114015 7704 7704 23112 0.00681179 -0.00261787 0.00482414 0.00611217
1734 0.0107814 0.0113563 0.0114546 0.0175026 -0.00445005 0.00974065 7704 7704 23112 0.00739002 -0.00187891 0.00411272 0.00722966
1735.5 0.0107903 0.0113683 0.011469 0.0185014 -0.00396248 0.0082555 7704 7704 23112 0.00779524 -0.00166952 0.00347831 0.00760137
1737 0.0107992 0.0113792 0.0114837 0.0209433 -0.00315396 0.00621686 7704 7704 23112 0.00880545 -0.00132606 0.00261383 0.00639271
1738.5 0.0108086 0.0113906 0.0114982 0.0221327 -0.00307654 0.00334199 7704 7704 23112 0.00928578 -0.00129076 0.00140214 0.00746537
1740 0.0108185 0.0114009 0.0115125 0.0213435 -0.00142481 0.00156944 7704 7704 23112 0.00893565 -0.00059651 0.000657062 0.0051339
1741.5 0.0108292 0.011411 0.0115276 0.0221032 0.00126074 -0.000631779 7704 7704 23112 0.00923402 0.000526697 -0.000263937 0.00176605
1743 0.0108393 0.0114222 0.0115434 0.0219575 0.00369828 -0.00360792 7704 7704 23112 0.00915355 0.00154172 -0.00150405 0.00112748
1744.5 0.0108498 0.0114333 0.0115587 0.0219896 0.0051763 -0.00547566 7704 7704 23112 0.00914729 0.00215326 -0.00227778 -0.00125121
1746 0.0108601 0.0114443 0.0115737 0.0226277 0.00504192 -0.006002 7704 7704 23112 0.00939255 0.00209285 -0.00249137 -0.00275613
1747.5 0.01087 0.0114553 0.0115888 0.0229547 0.00549123 -0.00699298 7704 7704 23112 0.00950778 0.00227445 -0.00289647 -0.0022804
1749 0.0108794 0.011467 0.0116041 0.0237397 0.00406585 -0.00841344 7704 7704 23112 0.00981168 0.00168043 -0.0034773 -0.00581256
