Freq(meV) DoS(Mn) DoS(O) DoS(Y) DoS(Total) JDoS
317.8 0.870853 0.790739 0.719791 1.4595 1.12856
317.9 0.869924 0.780831 0.712802 1.44735 1.09861
318 0.866167 0.768771 0.707905 1.4357 1.07488
318.1 0.859242 0.755193 0.705284 1.42486 1.05667
318.2 0.848958 0.740815 0.705015 1.41514 1.04314
318.3 0.835294 0.726387 0.707066 1.40676 1.03355
318.4 0.818413 0.712652 0.711295 1.39991 1.02731
318.5 0.798661 0.700288 0.717463 1.39471 1.02408
318.6 0.776555 0.689876 0.725244 1.3912 1.02379
318.7 0.752766 0.681859 0.734247 1.38937 1.02658
318.8 0.728086 0.676517 0.744031 1.38912 1.0327
318.9 0.703385 0.673959 0.754134 1.39028 1.04241
319 0.679574 0.674117 0.764091 1.39266 1.05579
319.1 0.657548 0.676762 0.773462 1.39599 1.0726
319.2 0.638143 0.681528 0.781849 1.40001 1.09217
319.3 0.622091 0.687944 0.788922 1.40444 1.11329
319.4 0.609977 0.695478 0.794433 1.409 1.13422
319.5 0.602209 0.703578 0.798226 1.41347 1.15269
319.6 0.598996 0.711719 0.800249 1.41767 1.16603
319.7 0.600337 0.719443 0.800557 1.42149 1.17135
319.8 0.606025 0.726395 0.799306 1.42488 1.16573
319.9 0.615655 0.732349 0.796751 1.42791 1.14647
320 0.628651 0.737216 0.793229 1.4307 1.11137
320.1 0.644297 0.741051 0.789146 1.43346 1.0589
320.2 0.661776 0.744038 0.784952 1.43647 0.988454
320.3 0.680214 0.74647 0.781118 1.44005 0.900443
320.4 0.698728 0.748713 0.778112 1.44453 0.796341
320.5 0.716467 0.751175 0.776368 1.45025 0.678663
320.6 0.732657 0.754261 0.776262 1.45749 0.550847
320.7 0.746634 0.758336 0.778085 1.46648 0.417066
320.8 0.757877 0.76369 0.782022 1.47733 0.28198
320.9 0.766023 0.770513 0.788139 1.49005 0.150454
321 0.770886 0.778874 0.796369 1.50454 0.027258
321.1 0.772448 0.788714 0.806508 1.52051 -0.083221
321.2 0.770862 0.799856 0.818223 1.53758 -0.177235
321.3 0.766431 0.812013 0.831061 1.55525 -0.251877
321.4 0.759585 0.824815 0.84447 1.57289 -0.305222
321.5 0.750858 0.837835 0.85782 1.58983 -0.33639
321.6 0.740852 0.850626 0.87044 1.60535 -0.345539
321.7 0.73021 0.862746 0.881645 1.61876 -0.333792
321.8 0.719577 0.873792 0.890778 1.62938 -0.303101
321.9 0.709576 0.883424 0.89724 1.63664 -0.256083
322 0.700774 0.891378 0.900523 1.64008 -0.195817
322.1 0.693664 0.897478 0.90024 1.63937 -0.125647
322.2 0.688646 0.901637 0.896142 1.63435 -0.048989
322.3 0.686009 0.903847 0.888135 1.62501 0.0308399
322.4 0.685932 0.904171 0.876281 1.61152 0.110762
322.5 0.688476 0.902725 0.8608 1.5942 0.188045
322.6 0.693592 0.899664 0.842055 1.5735 0.260374
322.7 0.701125 0.89516 0.820535 1.55 0.325893
322.8 0.71083 0.889395 0.79683 1.52434 0.383226
322.9 0.722385 0.882549 0.771605 1.49723 0.431476
323 0.735406 0.874797 0.745569 1.46941 0.470221
323.1 0.749469 0.866305 0.719444 1.4416 0.499504
323.2 0.764128 0.85724 0.69394 1.41451 0.519818
323.3 0.778931 0.847772 0.669727 1.38881 0.532099
323.4 0.793438 0.838086 0.647415 1.36508 0.537707
323.5 0.807239 0.828383 0.627538 1.34387 0.538405
323.6 0.819968 0.818891 0.610544 1.32563 0.536314
323.7 0.831311 0.809858 0.596786 1.31075 0.533856
323.8 0.841016 0.801551 0.586524 1.29952 0.533661
323.9 0.848904 0.794241 0.57992 1.29217 0.538449
324 0.854864 0.788193 0.577046 1.28885 0.550881
324.1 0.858859 0.783643 0.577886 1.2896 0.573384
324.2 0.86092 0.780782 0.582342 1.2944 0.60797
324.3 0.861144 0.77973 0.590235 1.30313 0.656047
324.4 0.859683 0.780526 0.60131 1.31556 0.718256
324.5 0.856736 0.783113 0.615242 1.33139 0.794334
324.6 0.852538 0.787331 0.631636 1.35019 0.883038
324.7 0.84735 0.792926 0.650033 1.37142 0.982128
324.8 0.841441 0.799554 0.669914 1.39448 1.08843
324.9 0.835084 0.806803 0.690713 1.41865 1.19799
325 0.828538 0.814216 0.711822 1.44317 1.30626
325.1 0.82204 0.821319 0.732612 1.46723 1.40839
325.2 0.815798 0.827651 0.75245 1.49 1.49956
325.3 0.809983 0.832794 0.77072 1.51068 1.5753
325.4 0.804727 0.836395 0.786852 1.52853 1.63184
325.5 0.800116 0.838191 0.800341 1.54291 1.66636
325.6 0.796195 0.838015 0.810779 1.55331 1.67727
325.7 0.792969 0.835804 0.817874 1.55936 1.6643
325.8 0.790404 0.831595 0.821467 1.56089 1.6286
325.9 0.788435 0.825514 0.821548 1.55791 1.57258
326 0.786969 0.817761 0.818256 1.55061 1.49982
326.1 0.785893 0.808587 0.811876 1.53939 1.41474
326.2 0.785079 0.798277 0.802824 1.52477 1.3223
326.3 0.78439 0.78713 0.791628 1.50742 1.2276
326.4 0.783686 0.775442 0.778897 1.48809 1.13549
326.5 0.782832 0.763494 0.765286 1.46761 1.05023
326.6 0.781695 0.751549 0.751459 1.44677 0.975178
326.7 0.780158 0.739844 0.738055 1.42635 0.912586
326.8 0.778119 0.728603 0.725645 1.40705 0.863483
326.9 0.775493 0.718033 0.71471 1.38948 0.82769
327 0.772223 0.708339 0.705614 1.37411 0.803938
327.1 0.768277 0.699726 0.69859 1.36126 0.790086
327.2 0.763653 0.692403 0.693741 1.35114 0.783407
327.3 0.758384 0.686585 0.691039 1.34381 0.780931
327.4 0.752539 0.682481 0.690345 1.33921 0.779787
327.5 0.746223 0.680287 0.691432 1.33721 0.777524
327.6 0.739577 0.680166 0.69401 1.33758 0.77237
327.7 0.732774 0.682231 0.697759 1.34007 0.763409
327.8 0.726017 0.686522 0.70236 1.3444 0.750651
327.9 0.719524 0.692991 0.707519 1.3503 0.734993
328 0.713529 0.701481 0.712997 1.35753 0.718079
328.1 0.708259 0.711727 0.718617 1.36587 0.70206
328.2 0.703927 0.723349 0.724277 1.37514 0.689307
328.3 0.700717 0.735872 0.72995 1.3852 0.682074
328.4 0.698766 0.748741 0.735672 1.39592 0.682185
328.5 0.698159 0.761355 0.741526 1.40722 0.69075
328.6 0.698912 0.773106 0.747625 1.41898 0.707962
328.7 0.70097 0.78342 0.754089 1.43112 0.732994
328.8 0.704206 0.791801 0.761019 1.4435 0.764003
328.9 0.708422 0.797869 0.768477 1.45597 0.798264
329 0.713362 0.801393 0.776473 1.46837 0.832399
329.1 0.718722 0.802314 0.784947 1.48048 0.862702
329.2 0.724173 0.800748 0.793774 1.49208 0.885517
329.3 0.729378 0.796985 0.80276 1.50292 0.897634
329.4 0.734021 0.791468 0.811652 1.51278 0.896663
329.5 0.737824 0.784753 0.820159 1.52142 0.88135
329.6 0.740574 0.777473 0.827967 1.52863 0.851793
329.7 0.742136 0.770278 0.834759 1.53426 0.809535
329.8 0.742467 0.76379 0.840243 1.53819 0.757528
329.9 0.74162 0.758545 0.844167 1.54036 0.699947
330 0.739744 0.754953 0.846339 1.54077 0.64189
330.1 0.737073 0.753266 0.846641 1.53945 0.588967
330.2 0.733907 0.753558 0.845033 1.53651 0.546831
330.3 0.730596 0.755724 0.841558 1.53209 0.520678
330.4 0.727506 0.759494 0.836337 1.52636 0.514773
330.5 0.724999 0.764459 0.829566 1.51954 0.532036
330.6 0.723397 0.770119 0.821496 1.51185 0.57374
330.7 0.722963 0.775925 0.812429 1.50351 0.639337
330.8 0.723878 0.781336 0.802696 1.49477 0.726441
330.9 0.726226 0.785868 0.792643 1.48588 0.830967
331 0.729988 0.789144 0.782619 1.47708 0.947411
331.1 0.735048 0.790925 0.77296 1.46863 1.06926
331.2 0.741195 0.791133 0.763979 1.46076 1.1895
331.3 0.748146 0.789857 0.755954 1.45373 1.30114
331.4 0.755566 0.787341 0.749123 1.44778 1.39776
331.5 0.763095 0.783963 0.743672 1.44312 1.474
331.6 0.770372 0.780195 0.739736 1.43995 1.52598
331.7 0.777067 0.776555 0.737388 1.43842 1.55157
331.8 0.782899 0.773559 0.73664 1.43865 1.55051
331.9 0.787657 0.771671 0.737441 1.44066 1.5244
332 0.791209 0.771254 0.739671 1.44442 1.47653
332.1 0.793507 0.772536 0.74315 1.44977 1.41157
332.2 0.794586 0.775588 0.747637 1.45649 1.33514
332.3 0.79455 0.780307 0.752838 1.46424 1.25337
332.4 0.793563 0.786433 0.758421 1.4726 1.17236
332.5 0.791823 0.793559 0.764027 1.48108 1.09774
332.6 0.78955 0.801168 0.769289 1.48915 1.03421
332.7 0.786957 0.808676 0.773856 1.49626 0.985246
332.8 0.784239 0.81548 0.777412 1.5019 0.952896
332.9 0.781556 0.821004 0.779703 1.50561 0.937688
333 0.779024 0.82475 0.780555 1.50705 0.9387
333.1 0.776713 0.826337 0.779893 1.50601 0.953737
333.2 0.774647 0.825528 0.777753 1.50246 0.979604
333.3 0.772813 0.822255 0.774286 1.49654 1.01245
333.4 0.771172 0.816617 0.769752 1.48856 1.04813
333.5 0.769669 0.808876 0.76451 1.47902 1.0826
333.6 0.768254 0.799436 0.758994 1.46856 1.11223
333.7 0.766887 0.788814 0.753685 1.45789 1.13408
333.8 0.765557 0.777599 0.749072 1.44782 1.14607
333.9 0.764283 0.766415 0.745616 1.4391 1.14709
334 0.763122 0.755875 0.743711 1.43244 1.13695
334.1 0.762165 0.746545 0.743646 1.42844 1.11632
334.2 0.761532 0.738905 0.745581 1.4275 1.08652
334.3 0.76136 0.733325 0.749523 1.42982 1.04934
334.4 0.761797 0.730046 0.755319 1.43537 1.00679
334.5 0.762981 0.72917 0.762666 1.44391 0.960861
334.6 0.765033 0.730662 0.771126 1.45496 0.913336
334.7 0.768039 0.734356 0.780155 1.46787 0.865663
334.8 0.772044 0.739973 0.789153 1.48185 0.818865
334.9 0.777043 0.747143 0.797501 1.49606 0.773538
335 0.782978 0.755426 0.804622 1.50966 0.729912
335.1 0.789742 0.764343 0.810025 1.52184 0.687965
335.2 0.797177 0.7734 0.81335 1.53195 0.647571
335.3 0.805085 0.782114 0.814404 1.5395 0.608668
335.4 0.813239 0.790033 0.813178 1.54424 0.571412
335.5 0.821387 0.796759 0.809858 1.54612 0.536301
335.6 0.829269 0.801958 0.804807 1.54532 0.504249
335.7 0.836625 0.805377 0.798543 1.54226 0.4766
335.8 0.843206 0.806845 0.791699 1.53749 0.455071
335.9 0.848778 0.806283 0.784967 1.53169 0.441635
336 0.853136 0.803702 0.779049 1.52559 0.438347
336.1 0.856107 0.799199 0.774589 1.51989 0.447136
336.2 0.857552 0.792957 0.772128 1.51524 0.469579
336.3 0.857374 0.785232 0.77205 1.51213 0.506689
336.4 0.855523 0.776347 0.774551 1.5109 0.558732
336.5 0.851997 0.766678 0.779625 1.51167 0.625103
336.6 0.846843 0.756641 0.787055 1.51438 0.704276
336.7 0.840167 0.746673 0.79644 1.51878 0.793824
336.8 0.83213 0.737217 0.807218 1.52445 0.890536
336.9 0.822949 0.728697 0.818717 1.53087 0.990596
337 0.812897 0.721504 0.830209 1.53745 1.08983
337.1 0.802296 0.715973 0.840967 1.54361 1.18399
337.2 0.791509 0.712366 0.850323 1.54884 1.26906
337.3 0.780928 0.710856 0.857721 1.5527 1.3415
337.4 0.770959 0.711515 0.862758 1.55491 1.39856
337.5 0.762001 0.714311 0.865209 1.55537 1.43838
337.6 0.754428 0.719104 0.865042 1.55411 1.46017
337.7 0.74856 0.725652 0.862412 1.55136 1.46417
337.8 0.744649 0.733624 0.857638 1.54744 1.45157
337.9 0.742853 0.742618 0.851172 1.54278 1.42441
338 0.743227 0.752185 0.843552 1.53784 1.38529
338.1 0.745704 0.761849 0.835355 1.53309 1.33714
338.2 0.750103 0.771144 0.827143 1.52891 1.28293
338.3 0.756126 0.779636 0.819418 1.5256 1.2254
338.4 0.763376 0.78695 0.812581 1.52333 1.16682
338.5 0.771376 0.792794 0.806904 1.52211 1.10882
338.6 0.779599 0.796972 0.802514 1.52182 1.05227
338.7 0.787496 0.799394 0.799394 1.52219 0.99728
338.8 0.794535 0.800076 0.797392 1.52284 0.943274
338.9 0.800236 0.799137 0.79625 1.52335 0.889126
339 0.804199 0.79678 0.795632 1.52326 0.833365
339.1 0.806136 0.793275 0.795169 1.52213 0.774426
339.2 0.805888 0.788931 0.794494 1.5196 0.710903
339.3 0.803437 0.784073 0.793284 1.51542 0.641794
339.4 0.798906 0.779016 0.79129 1.50947 0.566701
339.5 0.792552 0.774036 0.788362 1.50179 0.485971
339.6 0.784747 0.769353 0.78446 1.49255 0.400761
339.7 0.775953 0.765119 0.77966 1.48207 0.313011
339.8 0.766691 0.76141 0.774136 1.47079 0.225342
339.9 0.757504 0.758229 0.76815 1.4592 0.140874
340 0.748929 0.755514 0.762021 1.44787 0.0629829
340.1 0.741454 0.753156 0.756096 1.43732 -0.00497209
340.2 0.735499 0.751017 0.750718 1.42807 -0.0599337
340.3 0.731388 0.748955 0.746198 1.42053 -0.0994141
340.4 0.729335 0.746845 0.742788 1.41503 -0.121718
340.5 0.729439 0.744605 0.740665 1.41178 -0.126101
340.6 0.731685 0.742207 0.739922 1.41087 -0.112845
340.7 0.73595 0.739693 0.740563 1.41228 -0.08325
340.8 0.742019 0.737173 0.742513 1.41587 -0.0395321
340.9 0.749606 0.734824 0.745629 1.42144 0.0153532
341 0.758369 0.732873 0.749716 1.42872 0.0779522
341.1 0.767938 0.731581 0.754551 1.43743 0.144594
341.2 0.777931 0.731216 0.759899 1.44723 0.211685
341.3 0.787975 0.732027 0.76553 1.45783 0.275993
341.4 0.797717 0.734217 0.771235 1.46893 0.334892
341.5 0.80684 0.737916 0.776833 1.48024 0.386545
341.6 0.815067 0.743166 0.782174 1.49151 0.430011
341.7 0.822164 0.749903 0.78714 1.50248 0.465274
341.8 0.827945 0.757959 0.791634 1.51292 0.493173
341.9 0.832269 0.767062 0.79558 1.52257 0.51527
342 0.835041 0.776855 0.798904 1.53118 0.53364
342.1 0.836206 0.786916 0.801538 1.53848 0.550629
342.2 0.835756 0.796783 0.803404 1.54422 0.568586
342.3 0.833721 0.80599 0.804422 1.54812 0.589605
342.4 0.830175 0.814098 0.804509 1.54997 0.615301
342.5 0.825234 0.820723 0.803589 1.54955 0.646628
342.6 0.819059 0.825565 0.801602 1.54677 0.683777
342.7 0.811849 0.828425 0.798521 1.54158 0.726143
342.8 0.803846 0.829215 0.794363 1.53406 0.772376
342.9 0.795322 0.827962 0.789206 1.52441 0.820498
343 0.786577 0.824799 0.783191 1.51297 0.868085
343.1 0.777923 0.819952 0.77653 1.50018 0.912494
343.2 0.769676 0.813715 0.769499 1.48659 0.951098
343.3 0.762135 0.806433 0.762429 1.47283 0.981532
343.4 0.755572 0.798466 0.755686 1.45955 1.0019
343.5 0.750208 0.790171 0.749647 1.44741 1.01094
343.6 0.746209 0.781878 0.744669 1.43701 1.00815
343.7 0.743665 0.773872 0.741066 1.42886 0.993796
343.8 0.742591 0.766384 0.739071 1.4233 0.968887
343.9 0.742922 0.759587 0.738819 1.42054 0.935083
344 0.744515 0.753601 0.740327 1.42059 0.894529
344.1 0.74716 0.748497 0.743486 1.42327 0.84966
344.2 0.750597 0.744313 0.748063 1.42823 0.802985
344.3 0.754528 0.741065 0.753716 1.43497 0.756872
344.4 0.758642 0.738764 0.760016 1.44288 0.71336
344.5 0.762635 0.737419 0.766483 1.4513 0.674009
344.6 0.766233 0.737052 0.77262 1.45957 0.639799
344.7 0.769206 0.737693 0.777961 1.46707 0.611105
344.8 0.77139 0.739381 0.782106 1.4733 0.587719
344.9 0.772692 0.742149 0.784759 1.47789 0.568947
345 0.773093 0.746017 0.785756 1.48067 0.553748
345.1 0.772652 0.750972 0.785084 1.48162 0.540901
345.2 0.771494 0.756956 0.782882 1.48094 0.529199
345.3 0.769799 0.763851 0.779433 1.47898 0.517627
345.4 0.767788 0.771472 0.775143 1.4762 0.50552
345.5 0.765704 0.779565 0.770508 1.47319 0.492678
345.6 0.76379 0.787813 0.76607 1.47052 0.479429
345.7 0.762275 0.795847 0.762372 1.46877 0.466629
345.8 0.761357 0.803267 0.759912 1.46844 0.455598
345.9 0.761186 0.809673 0.759096 1.46988 0.448004
346 0.761862 0.814688 0.760205 1.47333 0.445692
346.1 0.763423 0.817996 0.763363 1.47881 0.450496
346.2 0.765849 0.819368 0.768531 1.48618 0.464029
346.3 0.769066 0.818686 0.7755 1.49513 0.487484
346.4 0.772952 0.815965 0.783913 1.50522 0.521471
346.5 0.777346 0.811355 0.793284 1.51587 0.56589
346.6 0.782062 0.805139 0.803041 1.52648 0.619873
346.7 0.786901 0.797723 0.812569 1.53642 0.681788
346.8 0.791663 0.789606 0.821256 1.54509 0.749312
346.9 0.796156 0.781347 0.828539 1.552 0.819572
347 0.80021 0.77353 0.833947 1.55676 0.889332
347.1 0.803681 0.766717 0.837133 1.55913 0.955221
347.2 0.806459 0.761409 0.837897 1.55904 1.01399
347.3 0.80847 0.758011 0.836198 1.55656 1.06272
347.4 0.80968 0.756797 0.832149 1.55192 1.0991
347.5 0.810092 0.757896 0.826004 1.54546 1.12153
347.6 0.809745 0.761279 0.818135 1.5376 1.12929
347.7 0.808714 0.766765 0.809 1.52883 1.12256
347.8 0.8071 0.774038 0.799105 1.51966 1.10241
347.9 0.80503 0.782667 0.788964 1.51054 1.07069
348 0.802651 0.792144 0.779071 1.50192 1.02985
348.1 0.800118 0.801919 0.76986 1.49413 0.982809
348.2 0.797594 0.81144 0.761686 1.48743 0.932637
348.3 0.795238 0.82019 0.754808 1.48199 0.882361
348.4 0.793198 0.827719 0.749381 1.47787 0.834715
348.5 0.791603 0.833671 0.745459 1.47504 0.791946
348.6 0.790556 0.837798 0.743007 1.47341 0.755654
348.7 0.790126 0.83997 0.741909 1.47282 0.726704
348.8 0.790343 0.840174 0.741998 1.47308 0.705195
348.9 0.791196 0.838499 0.743067 1.47399 0.690499
349 0.792625 0.835125 0.744897 1.47534 0.681361
349.1 0.794532 0.830299 0.74727 1.47695 0.67605
349.2 0.796774 0.824314 0.749989 1.47863 0.672542
349.3 0.799177 0.817485 0.75288 1.48026 0.66873
349.4 0.801543 0.810127 0.755805 1.4817 0.662627
349.5 0.803662 0.802546 0.758656 1.48288 0.652552
349.6 0.805325 0.795017 0.761355 1.48373 0.637286
349.7 0.806336 0.787785 0.763846 1.48421 0.616182
349.8 0.806532 0.78106 0.766089 1.48429 0.589216
349.9 0.805788 0.775017 0.76805 1.48394 0.556991
350 0.804035 0.769803 0.769698 1.48317 0.520678
350.1 0.801263 0.76554 0.770996 1.48197 0.481916
350.2 0.797525 0.762328 0.771905 1.48036 0.442672
350.3 0.79294 0.760252 0.77238 1.47836 0.40508
350.4 0.787684 0.759379 0.772377 1.47601 0.371268
350.5 0.781984 0.759756 0.771855 1.47338 0.343194
350.6 0.776106 0.761411 0.770787 1.47054 0.322498
350.7 0.770336 0.764338 0.769159 1.46759 0.310386
350.8 0.764968 0.7685 0.766984 1.46464 0.307552
350.9 0.76028 0.773816 0.764298 1.4618 0.31414
351 0.756522 0.780162 0.761167 1.4592 0.32975
351.1 0.753898 0.787366 0.757681 1.45696 0.35348
351.2 0.752555 0.795216 0.753954 1.45517 0.384008
351.3 0.752568 0.803461 0.750114 1.45393 0.419688
351.4 0.753946 0.811829 0.746299 1.45328 0.458672
351.5 0.75662 0.820038 0.742648 1.45325 0.499034
351.6 0.760457 0.827812 0.73929 1.45384 0.538886
351.7 0.765261 0.834902 0.736342 1.455 0.576489
351.8 0.770789 0.841099 0.733896 1.45668 0.61034
351.9 0.776767 0.846252 0.732023 1.45878 0.639245
352 0.7829 0.850271 0.730765 1.46122 0.66236
352.1 0.788898 0.853135 0.730139 1.46389 0.679213
352.2 0.794486 0.854889 0.73014 1.46669 0.689698
352.3 0.799419 0.855634 0.730743 1.46955 0.694058
352.4 0.8035 0.855516 0.731906 1.4724 0.692843
352.5 0.806586 0.854703 0.733578 1.47518 0.686859
352.6 0.808594 0.85337 0.735702 1.47788 0.677107
352.7 0.809505 0.851677 0.738216 1.48046 0.664723
352.8 0.809361 0.849748 0.741056 1.48292 0.650903
352.9 0.808262 0.847662 0.744158 1.48526 0.636843
353 0.806355 0.845439 0.747456 1.48746 0.62367
353.1 0.803826 0.843037 0.750881 1.4895 0.612389
353.2 0.800885 0.840362 0.754362 1.49135 0.603825
353.3 0.797753 0.837277 0.757824 1.49294 0.598587
353.4 0.794649 0.833617 0.761186 1.49421 0.597037
353.5 0.791776 0.829211 0.764367 1.49507 0.599271
353.6 0.789308 0.82391 0.767287 1.49545 0.60512
353.7 0.78738 0.817603 0.769868 1.49526 0.61417
353.8 0.786084 0.810243 0.772046 1.49445 0.625788
353.9 0.785459 0.801859 0.773768 1.49298 0.639184
354 0.785497 0.792567 0.775006 1.49087 0.653465
354.1 0.78614 0.782573 0.775757 1.48816 0.667722
354.2 0.787287 0.772164 0.776044 1.48495 0.681106
354.3 0.788802 0.761695 0.775923 1.48139 0.692915
354.4 0.790528 0.75157 0.775477 1.47767 0.702668
354.5 0.792293 0.742216 0.774812 1.47401 0.710164
354.6 0.793925 0.734054 0.774051 1.47064 0.715521
354.7 0.795267 0.727475 0.773326 1.46781 0.719183
354.8 0.796185 0.722808 0.772766 1.46574 0.721903
354.9 0.796576 0.720302 0.772493 1.46462 0.724681
355 0.796383 0.720111 0.772603 1.4646 0.728687
355.1 0.795587 0.722278 0.773168 1.46577 0.735139
355.2 0.794219 0.726739 0.774225 1.46816 0.74518
355.3 0.792351 0.733329 0.775778 1.47174 0.759742
355.4 0.790091 0.741789 0.777796 1.47642 0.77941
355.5 0.787573 0.751787 0.780222 1.48206 0.804316
355.6 0.784952 0.762939 0.782977 1.48848 0.834054
355.7 0.782385 0.774829 0.785969 1.49547 0.867645
355.8 0.780023 0.787037 0.789108 1.50282 0.903541
355.9 0.777997 0.799153 0.792311 1.51035 0.939691
356 0.776412 0.810803 0.795511 1.51786 0.973657
356.1 0.775336 0.821657 0.798667 1.52521 1.00276
356.2 0.774794 0.831438 0.801763 1.53229 1.0243
356.3 0.774772 0.83993 0.804807 1.53901 1.03572
356.4 0.775219 0.846977 0.80783 1.54534 1.03488
356.5 0.776047 0.852479 0.810875 1.55125 1.02019
356.6 0.777146 0.856386 0.81399 1.55673 0.990832
356.7 0.778393 0.85869 0.817212 1.56178 0.946838
356.8 0.779662 0.859422 0.820564 1.56638 0.889153
356.9 0.78084 0.858638 0.824038 1.57051 0.819621
357 0.781832 0.856419 0.827593 1.57412 0.740893
357.1 0.782575 0.852863 0.831149 1.57712 0.65628
357.2 0.783042 0.848085 0.834591 1.57942 0.569549
357.3 0.783246 0.842214 0.837773 1.5809 0.484674
357.4 0.783237 0.835393 0.840527 1.58144 0.405581
357.5 0.783099 0.827782 0.842681 1.58095 0.335879
357.6 0.782941 0.819555 0.844068 1.57934 0.278627
357.7 0.782889 0.810898 0.844547 1.57656 0.236134
357.8 0.783071 0.802012 0.844015 1.57263 0.209821
357.9 0.783604 0.793105 0.842421 1.5676 0.200148
358 0.784584 0.784389 0.839776 1.56162 0.206613
358.1 0.786076 0.776072 0.836153 1.55486 0.227824
358.2 0.788102 0.768349 0.831688 1.54756 0.261625
358.3 0.790639 0.761397 0.826571 1.54001 0.305281
358.4 0.793622 0.755363 0.821033 1.5325 0.355691
358.5 0.796939 0.750363 0.815334 1.52533 0.409607
358.6 0.800446 0.746469 0.809737 1.51877 0.463861
358.7 0.803974 0.743712 0.804491 1.51305 0.515557
358.8 0.807344 0.74208 0.799814 1.50836 0.562227
358.9 0.810377 0.741518 0.795874 1.50478 0.601942
359 0.812913 0.741937 0.792777 1.50236 0.633367
359.1 0.814822 0.743217 0.790559 1.50104 0.655767
359.2 0.816013 0.74522 0.789188 1.50069 0.668959
359.3 0.816445 0.747793 0.788567 1.50113 0.673234
359.4 0.816128 0.750783 0.788545 1.50212 0.669255
359.5 0.815124 0.754045 0.788929 1.50342 0.657938
359.6 0.813539 0.757444 0.78951 1.50478 0.640349
359.7 0.811516 0.760869 0.790074 1.50596 0.617599
359.8 0.809222 0.764228 0.790425 1.50677 0.590784
359.9 0.806837 0.767451 0.790404 1.50707 0.560939
360 0.804533 0.770491 0.789898 1.50677 0.529032
360.1 0.802462 0.773318 0.788853 1.50586 0.495974
360.2 0.800745 0.775915 0.787275 1.50439 0.462658
360.3 0.79946 0.778271 0.785227 1.50245 0.430003
360.4 0.798635 0.780379 0.782824 1.50019 0.39899
360.5 0.798248 0.78223 0.780219 1.49776 0.370694
360.6 0.798229 0.783807 0.777589 1.49534 0.346289
360.7 0.798464 0.785089 0.775117 1.49309 0.327023
360.8 0.79881 0.786047 0.772975 1.49114 0.314165
360.9 0.799107 0.786648 0.771312 1.48957 0.308926
361 0.799192 0.786859 0.770236 1.48845 0.312351
361.1 0.798917 0.786652 0.769807 1.48778 0.325208
